YEAR,SUBDIVISION,ANNUAL,Monsoon_Rainfall,Rolling_3yr_Annual,Rainfall_Anomaly_Z,Flood_Label,State_mapped,flood_event_count,avg_severity,avg_duration_days,avg_fatalities,dominant_cause,dominant_cause_encoded,Rainfall_x_Anomaly,Annual_x_Monsoon,Anomaly_Squared,Monsoon_to_Annual_Ratio,Event_x_Severity,Duration_x_Fatality
1901,ANDAMAN & NICOBAR ISLANDS,3373.2,1696.3000000000002,3373.2,1.087033549794952,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,1843.9350105171773,5721959.16,1.1816419383798142,0.502875606240734,,0.0
1902,ANDAMAN & NICOBAR ISLANDS,3520.7,2185.9,3446.95,1.4467276476927666,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,3162.401965091619,7695898.13,2.0930208865986457,0.6208708477834781,,0.0
1903,ANDAMAN & NICOBAR ISLANDS,2957.4,1874.0,3283.7666666666664,0.0730619843311476,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,136.9181586365706,5542167.600000001,0.0053380535544048585,0.6336647033419059,,0.0
1904,ANDAMAN & NICOBAR ISLANDS,3079.6,1977.6,3185.9,0.3710593996742857,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,733.8070687958674,6090216.96,0.1376850780866413,0.6421613175666926,,0.0
1905,ANDAMAN & NICOBAR ISLANDS,2566.7,1624.9,2867.9,-0.8797006193886912,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-1429.4255364446844,4170630.83,0.7738731797528469,0.6330696979270282,,0.0
1906,ANDAMAN & NICOBAR ISLANDS,2534.4,1465.8,2726.9,-0.958467530318178,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-1404.9217059403852,3714923.52,0.9186600066742274,0.5783617401421963,,0.0
1907,ANDAMAN & NICOBAR ISLANDS,3347.9,1327.1,2816.333333333333,1.025336867240277,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,1360.7245565145715,4442998.09,1.0513156913221053,0.39639774068401756,,0.0
1908,ANDAMAN & NICOBAR ISLANDS,3576.4,2303.7000000000003,3152.9,1.5825578934751965,1,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,3645.7386191988107,8238952.680000002,2.5044894862006513,0.6441393562125619,,0.0
1910,ANDAMAN & NICOBAR ISLANDS,2899.4,1701.0,3274.566666666667,-0.0683770507744336,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-116.30936336731155,4931879.4,0.00467542107260947,0.58667310275687,,0.0
1911,ANDAMAN & NICOBAR ISLANDS,2687.2,1553.6,3054.333333333333,-0.5858488309365784,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-910.1747437430681,4174833.9199999995,0.34321885270975555,0.5781482562587517,,0.0
1912,ANDAMAN & NICOBAR ISLANDS,2960.5,1775.2,2849.0333333333333,0.0806216568971353,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,143.11956532379457,5255479.600000001,0.006499851560839404,0.5996284391162694,,0.0
1913,ANDAMAN & NICOBAR ISLANDS,2365.8,1596.6999999999998,2671.1666666666665,-1.3696161737457817,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-2186.8661446198894,3777472.86,1.8758484633860353,0.6749091187974082,,0.0
1914,ANDAMAN & NICOBAR ISLANDS,2957.8,2007.4,2761.366666666667,0.0740374259525656,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,148.6227288571802,5937487.720000001,0.005481540441681634,0.678680097779836,,0.0
1915,ANDAMAN & NICOBAR ISLANDS,2741.3,1350.7,2688.3,-0.4539203516398197,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-613.1102189599045,3702673.91,0.20604368563281755,0.4927224291660072,,0.0
1916,ANDAMAN & NICOBAR ISLANDS,2937.5,1753.6,2878.866666666667,0.0245337636656117,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,43.02240796401668,5151200.0,0.0006019055596000889,0.5969702107337184,,0.0
1917,ANDAMAN & NICOBAR ISLANDS,2612.4,1605.1,2763.7333333333336,-0.7682564141417066,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-1233.1283703388533,4193163.2399999998,0.5902179178698734,0.6144158604562245,,0.0
1918,ANDAMAN & NICOBAR ISLANDS,3275.0,1670.4,2941.633333333333,0.8475626317368823,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,1415.7686200532883,5470560.0,0.71836241471675,0.5100457999693258,,0.0
1919,ANDAMAN & NICOBAR ISLANDS,2352.1,1219.5,2746.5,-1.4030250492793417,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-1710.9890475961572,2868385.9499999997,1.968479288905299,0.5184728518410235,,0.0
1920,ANDAMAN & NICOBAR ISLANDS,2943.2,1814.1,2856.7666666666664,0.0384338067708149,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,69.72276886293531,5339259.119999999,0.0014771575028963372,0.6163699353887947,,0.0
1921,ANDAMAN & NICOBAR ISLANDS,2606.4,1681.0,2633.9,-0.7828880384629737,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-1316.0347926562588,4381358.4,0.6129136807684026,0.6449508876421466,,0.0
1922,ANDAMAN & NICOBAR ISLANDS,3554.2,1751.0000000000002,3034.6,1.5284208834865076,1,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,2676.264966984875,6223404.2,2.3360703970776764,0.4926565739332155,,0.0
1923,ANDAMAN & NICOBAR ISLANDS,,2188.0,3080.3,,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,,,,,,0.0
1924,ANDAMAN & NICOBAR ISLANDS,,1296.6,3554.2,,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,,,,,,0.0
1925,ANDAMAN & NICOBAR ISLANDS,2480.5,1385.7,2480.5,-1.089908288804227,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-1510.2859157960174,3437228.85,1.1879000780041584,0.558637369245566,,0.0
1926,ANDAMAN & NICOBAR ISLANDS,3282.2,1808.3,2881.35,0.8651205809224023,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,1564.39754648198,5935202.26,0.7484336195355148,0.5509414400373486,,0.0
1927,ANDAMAN & NICOBAR ISLANDS,2442.9,1124.8,2735.2000000000003,-1.1815998012175002,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-1329.0634564094441,2747773.92,1.396178090237236,0.460436364728657,,0.0
1928,ANDAMAN & NICOBAR ISLANDS,2998.3,1612.8,2907.8,0.1728008901211181,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,278.69327558733926,4835658.24,0.02986014762665073,0.5379048109331793,,0.0
1929,ANDAMAN & NICOBAR ISLANDS,2926.6,1540.4,2789.2666666666664,-0.0020470205180235,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-3.1532304059633995,4508134.64,4.190293001209198e-06,0.5263445618590017,,0.0
1930,ANDAMAN & NICOBAR ISLANDS,3075.1,1975.4,3000.0,0.3600856814333354,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,711.3132551034108,6074552.54,0.1296616979733095,0.6423856113869936,,0.0
1931,ANDAMAN & NICOBAR ISLANDS,2357.7,1548.1999999999998,2786.4666666666667,-1.3893688665794928,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-2151.0208792383705,3650191.139999999,1.9303458474203843,0.6566569086115412,,0.0
1932,ANDAMAN & NICOBAR ISLANDS,,0.0,2716.4,,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,,,,,,0.0
1933,ANDAMAN & NICOBAR ISLANDS,2987.5,1973.9,2672.6,0.146463966342837,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,289.10522316412596,5897026.25,0.021451693436875693,0.6607196630603526,,0.0
1934,ANDAMAN & NICOBAR ISLANDS,3722.8,2717.9,3355.15,1.939569526914112,1,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,5271.556017199865,10118198.120000001,3.7619299497338323,0.7300687634842893,,0.0
1935,ANDAMAN & NICOBAR ISLANDS,3154.0,1733.3000000000002,3288.1,0.5524915412579972,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,957.6335884624866,5466828.2,0.30524690316163716,0.5495561174712869,,0.0
1936,ANDAMAN & NICOBAR ISLANDS,,2109.8,3438.4,,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,,,,,,0.0
1937,ANDAMAN & NICOBAR ISLANDS,3591.1,1863.8,3372.55,1.6184053730623,1,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,3016.3839343135146,6693092.18,2.6192359515569223,0.5190053172593208,,0.0
1938,ANDAMAN & NICOBAR ISLANDS,3264.4,1930.6,3427.75,0.8217134287693107,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,1586.3999455820313,6302250.64,0.6752129590198171,0.5914103645649724,,0.0
1939,ANDAMAN & NICOBAR ISLANDS,2782.5,1591.9,3212.6666666666665,-0.3534498646337865,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-562.6568395105248,4429461.75,0.12492680680964202,0.572111408545871,,0.0
1940,ANDAMAN & NICOBAR ISLANDS,3007.5,1970.2,3018.133333333333,0.1952360474137271,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,384.6540606145251,5925376.5,0.0381171142097351,0.6550955921692582,,0.0
1941,ANDAMAN & NICOBAR ISLANDS,2898.2,1627.4,2896.066666666667,-0.0713033756386877,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-116.03911351440037,4716530.68,0.005084171377471803,0.5615209420967465,,0.0
1942,ANDAMAN & NICOBAR ISLANDS,,0.0,2952.8500000000004,,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,,,,,,0.0
1946,ANDAMAN & NICOBAR ISLANDS,2791.6,1570.6,2844.9,-0.3312585677465318,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-520.2747065027028,4384486.96,0.10973223870548358,0.5626164186752528,,0.0
1947,ANDAMAN & NICOBAR ISLANDS,,1749.3,2791.6,,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,,,,,,0.0
1949,ANDAMAN & NICOBAR ISLANDS,3489.6,2433.2,3140.6,1.3708870616275328,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,3335.6423983521127,8490894.719999999,1.879331335737771,0.6972718916286339,,0.0
1950,ANDAMAN & NICOBAR ISLANDS,2422.2,1578.4,2955.9,-1.2320789051258725,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-1944.7133438506773,3823200.48,1.5180184284561686,0.6516390031721617,,0.0
1951,ANDAMAN & NICOBAR ISLANDS,3275.1,1747.3999999999996,3062.3,0.8478064921422365,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,1481.4570643693437,5722909.739999998,0.718775848118524,0.5335409589522732,,0.0
1952,ANDAMAN & NICOBAR ISLANDS,3079.9,1824.8,2925.733333333333,0.3717909808903495,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,678.4441819287098,5620201.5200000005,0.13822853347140823,0.5924867671272224,,0.0
1953,ANDAMAN & NICOBAR ISLANDS,2721.9,1627.1999999999998,3025.6333333333337,-0.5012292702785833,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-815.6002685973107,4429075.68,0.2512307813840011,0.5978176986743902,,0.0
1954,ANDAMAN & NICOBAR ISLANDS,3449.0,2419.4,3083.6,1.271879737053626,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,3077.1858358275426,8344510.600000001,1.6176780655276006,0.7014786874413491,,0.0
1955,ANDAMAN & NICOBAR ISLANDS,3349.6,1648.2,3173.5,1.029482494131302,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,1696.7930468272123,5520810.72,1.0598342057228065,0.4920587518149667,,0.0
1956,ANDAMAN & NICOBAR ISLANDS,3080.0,1604.3000000000002,3292.866666666667,0.3720348412957037,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,596.8554958906975,4941244.000000001,0.13840992313791944,0.5208766216854656,,0.0
1957,ANDAMAN & NICOBAR ISLANDS,2507.2,1833.7,2978.933333333333,-1.0247975605745892,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-1879.171286825624,4597452.64,1.0502100401596288,0.7313736409884587,,0.0
1958,ANDAMAN & NICOBAR ISLANDS,2807.4,1710.4,2798.2,-0.2927286237005281,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-500.68303797738326,4801776.96,0.08569004713360538,0.6092469879274525,,0.0
1959,ANDAMAN & NICOBAR ISLANDS,3343.3,2271.7,2885.9666666666667,1.0141192885939725,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,2303.774787898927,7594974.609999999,1.028437931498345,0.6794783576721252,,0.0
1960,ANDAMAN & NICOBAR ISLANDS,3025.0,1563.0,3058.566666666667,0.2379116183507559,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,371.85585948223144,4728075.0,0.056601938146275725,0.5166942131679529,,0.0
1961,ANDAMAN & NICOBAR ISLANDS,3938.2,1857.3,3435.5,2.464844840047597,1,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,4577.956321420402,7314418.859999999,6.075460085509264,0.47161139487173986,,0.0
1962,ANDAMAN & NICOBAR ISLANDS,2959.7,1671.9,3307.633333333333,0.0786707736542993,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,131.529666472623,4948322.43,0.006189090627365992,0.5648883313684214,,0.0
1963,ANDAMAN & NICOBAR ISLANDS,2981.7,1953.5,3293.2,0.1323200628322784,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,258.48724274285587,5824750.949999999,0.017508599027938103,0.6551631597573091,,0.0
1964,ANDAMAN & NICOBAR ISLANDS,3054.8,1745.9,2998.7333333333336,0.3105820191463826,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,542.2451472276695,5333375.32,0.09646119061704397,0.5715267756595299,,0.0
1965,ANDAMAN & NICOBAR ISLANDS,3163.8,1774.3,3066.7666666666664,0.5763898609827337,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,1022.6885303416644,5613530.34,0.3322252718436951,0.5608129446841995,,0.0
1966,ANDAMAN & NICOBAR ISLANDS,2701.2,1372.0,2973.2666666666664,-0.5517083741869553,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-756.9438893845027,3706046.4,0.30438213014801346,0.5079224029767422,,0.0
1967,ANDAMAN & NICOBAR ISLANDS,3216.4,1796.4,3027.133333333333,0.7046604341991745,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,1265.8520039953971,5777940.960000001,0.49654632752576905,0.5585126210716558,,0.0
1968,ANDAMAN & NICOBAR ISLANDS,2762.8,1803.3,2893.4666666666667,-0.4014903644886128,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-724.0075742823154,4982157.24,0.16119451277719915,0.652707395929103,,0.0
1969,ANDAMAN & NICOBAR ISLANDS,2619.0,1539.2,2866.066666666667,-0.7521616273883132,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-1157.7271768760916,4031164.8000000003,0.5657471137154356,0.5877052287601938,,0.0
1970,ANDAMAN & NICOBAR ISLANDS,3370.8,1738.3000000000002,2917.5333333333333,1.0811809000664463,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,1879.4167585855039,5859461.640000001,1.168952138668491,0.5156936023623662,,0.0
1971,ANDAMAN & NICOBAR ISLANDS,2998.6,1613.8,2996.133333333333,0.1735324713371808,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,280.0467022439424,4839140.68,0.030113518608389477,0.5381844842987245,,0.0
1972,ANDAMAN & NICOBAR ISLANDS,3323.0,1844.0,3230.8,0.9646156263070184,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,1778.751214910142,6127612.0,0.9304833065156813,0.5549202511136917,,0.0
1973,ANDAMAN & NICOBAR ISLANDS,2991.1,1587.8,3104.2333333333336,0.155242940935597,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,246.49474161754094,4749268.58,0.024100370710333264,0.5308414946647002,,0.0
1974,ANDAMAN & NICOBAR ISLANDS,2962.0,1378.7000000000005,3092.0333333333333,0.0842795629774521,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,116.19623347701324,4083709.4000000013,0.007103044735670314,0.46546252374928265,,0.0
1975,ANDAMAN & NICOBAR ISLANDS,3085.7,1589.1,3012.933333333333,0.3859348844009069,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,613.2891248014811,4903485.869999999,0.14894573499754138,0.514988493648156,,0.0
1976,ANDAMAN & NICOBAR ISLANDS,3276.0,1698.2,3107.9,0.8500012357904267,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,1443.4720986193026,5563303.2,0.7225021008452527,0.5183760667937238,,0.0
1977,ANDAMAN & NICOBAR ISLANDS,2388.2,1493.0,2916.633333333333,-1.3149914429463854,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-1963.2822243189535,3565582.5999999996,1.7292024950222167,0.6251570194072648,,0.0
1978,ANDAMAN & NICOBAR ISLANDS,2712.4,1775.9,2792.2000000000003,-0.5243960087872561,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-931.2748720052882,4816951.16,0.274991174032004,0.6547338126576692,,0.0
1979,ANDAMAN & NICOBAR ISLANDS,1849.4,1242.5,2316.6666666666665,-2.628911306996164,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-3266.422298942734,2297879.5,6.911174660052279,0.6718395118858034,,0.0
1980,ANDAMAN & NICOBAR ISLANDS,3625.3,1946.2000000000005,2729.0333333333333,1.7018056316935228,1,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,3312.054120401935,7055558.860000002,2.89614240806379,0.5368383291401034,,0.0
1981,ANDAMAN & NICOBAR ISLANDS,3074.8,1908.0,2849.833333333333,0.3593541002172727,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,685.6476232145563,5866718.4,0.12913536934296568,0.62052816241535,,0.0
1982,ANDAMAN & NICOBAR ISLANDS,2384.5,1575.8000000000002,3028.2000000000003,-1.3240142779444997,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-2086.3816991849426,3757495.1000000006,1.7530138082008948,0.660851328744595,,0.0
1983,ANDAMAN & NICOBAR ISLANDS,2792.4,1892.5,2750.566666666667,-0.3293076845036957,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-623.2147929232441,5284617.0,0.10844355107318558,0.6777324141321714,,0.0
1984,ANDAMAN & NICOBAR ISLANDS,2820.3,1280.6999999999998,2665.7333333333336,-0.2612706314098038,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-334.60929764653565,3611958.2099999995,0.06826234283727754,0.4541006259826945,,0.0
1985,ANDAMAN & NICOBAR ISLANDS,2630.8,1557.0,2747.833333333333,-0.7233860995564876,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-1126.312157009451,4096155.6,0.5232874490315486,0.5918351809645918,,0.0
1986,ANDAMAN & NICOBAR ISLANDS,2187.8,1473.6,2546.3,-1.8036876952767036,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-2657.9141877597503,3223942.08,3.2532893020925866,0.6735533381773774,,0.0
1987,ANDAMAN & NICOBAR ISLANDS,2764.0,1434.4,2527.5333333333333,-0.3985640396243599,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-571.7002584371819,3964681.6,0.15885329368168832,0.5189580299603544,,0.0
1988,ANDAMAN & NICOBAR ISLANDS,3323.0,1810.5,2758.2666666666664,0.9646156263070184,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,1746.4365914288567,6016291.5,0.9304833065156813,0.5448389992631989,,0.0
1989,ANDAMAN & NICOBAR ISLANDS,2533.6,1424.1,2873.5333333333333,-0.960418413561014,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-1367.73186275224,3608099.76,0.9224035291070549,0.562085567721481,,0.0
1990,ANDAMAN & NICOBAR ISLANDS,2183.4,1107.9,2680.0,-1.8144175531122997,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-2010.193207093117,2418988.8600000003,3.2921110570420247,0.5074196184509497,,0.0
1991,ANDAMAN & NICOBAR ISLANDS,2535.8,1689.3000000000002,2417.6,-0.9550534846432156,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-1613.3718516077843,4283726.94,0.9121271585291488,0.6661802955036663,,0.0
1992,ANDAMAN & NICOBAR ISLANDS,2098.7,1436.2,2272.6333333333337,-2.0209673164475195,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-2902.5132598819278,3014152.94,4.084308894149088,0.6843283905068452,,0.0
1993,ANDAMAN & NICOBAR ISLANDS,2237.4,1312.5,2290.633333333333,-1.682732934220896,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-2208.586976164926,2936587.5,2.8315901279116664,0.5866183937310342,,0.0
1994,ANDAMAN & NICOBAR ISLANDS,3262.8,2191.6,2532.9666666666667,0.8178116622836398,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,1792.3160390608248,7150752.48,0.6688159149671301,0.6716930223375841,,0.0
1995,ANDAMAN & NICOBAR ISLANDS,3115.4,1934.0,2871.866666666667,0.4583614247911795,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,886.4709955461411,6025183.600000001,0.21009519573660007,0.6207870558490497,,0.0
1996,ANDAMAN & NICOBAR ISLANDS,2996.9,1764.3000000000002,3125.0333333333333,0.1693868444461556,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,298.84920965635234,5287430.670000001,0.028691903071426113,0.5887083299786168,,0.0
1997,ANDAMAN & NICOBAR ISLANDS,2755.1,1988.8,2955.8,-0.4202676157009062,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-835.8282341059622,5479342.88,0.17662486880692457,0.7218612728327056,,0.0
1998,ANDAMAN & NICOBAR ISLANDS,2846.4,1561.2,2866.133333333333,-0.1976230656122924,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-308.5291300339109,4443799.680000001,0.03905487606200043,0.5484822914963382,,0.0
1999,ANDAMAN & NICOBAR ISLANDS,2699.7,1358.0,2767.066666666667,-0.555366280267272,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-754.1874086029553,3666192.5999999996,0.3084317052579061,0.5030188520834951,,0.0
2000,ANDAMAN & NICOBAR ISLANDS,2763.2,1244.1999999999998,2769.7666666666664,-0.4005149228671959,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-498.3206670313651,3437973.4399999995,0.1604122034393159,0.45027504179836764,,0.0
2001,ANDAMAN & NICOBAR ISLANDS,3080.9,1515.4,2847.933333333333,0.374229584943894,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,567.107513023977,4668795.86,0.14004778224727918,0.49186925738625314,,0.0
2002,ANDAMAN & NICOBAR ISLANDS,2620.2,1525.5,2821.433333333333,-0.7492353025240601,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-1142.9584540004537,3997115.0999999996,0.5613535385483199,0.5822074628570053,,0.0
2003,ANDAMAN & NICOBAR ISLANDS,2355.9,1406.1,2685.6666666666665,-1.3937583538758722,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-1959.7636213848639,3312630.9899999998,1.942562348998781,0.5968419686877966,,0.0
2004,ANDAMAN & NICOBAR ISLANDS,2460.1,1392.2,2478.733333333333,-1.1396558114965352,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-1586.6288207654763,3424951.22,1.298815368677826,0.5659119524982238,,0.0
2005,ANDAMAN & NICOBAR ISLANDS,2954.7,1700.3000000000002,2590.233333333333,0.0664777533865768,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,113.03212408319655,5023876.41,0.0044192916953265235,0.5754560511203979,,0.0
2006,ANDAMAN & NICOBAR ISLANDS,2404.7,1314.8000000000002,2606.4999999999995,-1.274754476062901,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-1676.0471851275024,3161699.56,1.6249989742424014,0.5467625876543328,,0.0
2007,ANDAMAN & NICOBAR ISLANDS,2748.0,1793.1999999999998,2702.4666666666667,-0.437581704481072,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-784.6715124754581,4927713.6,0.1914777480965602,0.6525473047578335,,0.0
2008,ANDAMAN & NICOBAR ISLANDS,3374.8,1783.1,2842.5,1.0909353162806243,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,1945.2467624599813,6017605.88,1.1901398643083059,0.5283572344187588,,0.0
2009,ANDAMAN & NICOBAR ISLANDS,2538.6,1627.0,2887.133333333333,-0.9482253932932916,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-1542.7627148881854,4130302.1999999997,0.8991313964862175,0.6409044329910012,,0.0
2010,ANDAMAN & NICOBAR ISLANDS,3157.1,1797.9,3023.5,0.5600512138239848,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,1006.9160773341423,5676150.09,0.31365736210571876,0.5694783169064068,,0.0
2011,ANDAMAN & NICOBAR ISLANDS,3828.0,2165.0,3174.566666666667,2.1961106733469937,1,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,4754.579607796241,8287620.0,4.822902089588586,0.5655694865058268,,0.0
2012,ANDAMAN & NICOBAR ISLANDS,3497.6,2014.0,3494.233333333333,1.390395894055889,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,2800.2573306285603,7044166.399999999,1.9332007422074746,0.5758234201285927,,0.0
2013,ANDAMAN & NICOBAR ISLANDS,3757.8,2152.1,3694.4666666666662,2.0249206687881696,1,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,4357.831771299019,8087161.38,4.100303714885528,0.5727021114143857,,0.0
2014,ANDAMAN & NICOBAR ISLANDS,2622.4,1618.7000000000005,3292.6,-0.7438703736062616,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-1204.102973756456,4244878.880000002,0.5533431327291193,0.6172589970360778,,0.0
2015,ANDAMAN & NICOBAR ISLANDS,2904.6,1678.6,3094.933333333333,-0.0556963096960026,0,ANDAMAN AND NICOBAR,0.0,,9.8,0.0,No Event,8,-93.49182545570996,4875661.56,0.0031020789137530336,0.5779108979621603,,0.0
1916,ARUNACHAL PRADESH,,2088.5,,,0,ARUNACHAL PRADESH,0.0,,9.8,0.0,No Event,8,,,,,,0.0
